work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,Mid,FT,Software Development Engineer,98300,USD,98300.0,US,0,US,M
2025,Senior,FT,Data Engineer,207000,USD,207000.0,US,0,US,M
2025,Senior,FT,Data Engineer,183498,USD,183498.0,US,0,US,M
2025,Entry,FT,Data Analyst,60000,GBP,75949.0,GB,0,GB,M
2025,Entry,FT,Data Analyst,50000,GBP,63291.0,GB,0,GB,M
2025,Entry,FT,Data Analyst,56000,USD,56000.0,US,0,US,M
2025,Senior,FT,AI Engineer,120000,GBP,151898.0,GB,0,GB,M
2025,Senior,FT,AI Engineer,100000,GBP,126582.0,GB,0,GB,M
2025,Mid,FT,Data Specialist,76776,USD,76776.0,US,100,US,M
2025,Mid,FT,Data Specialist,43896,USD,43896.0,US,100,US,M
2025,Mid,FT,Machine Learning Engineer,131584,USD,131584.0,US,0,US,M
2025,Mid,FT,Machine Learning Engineer,105622,USD,105622.0,US,0,US,M
2025,Mid,FT,Data Integration Specialist,95000,USD,95000.0,US,100,US,M
2025,Mid,FT,Data Integration Specialist,75000,USD,75000.0,US,100,US,M
2025,Entry,FT,Engineer,106400,USD,106400.0,US,100,US,M
2025,Entry,FT,Engineer,90900,USD,90900.0,US,100,US,M
2025,Senior,FT,Data Management Lead,162200,USD,162200.0,US,100,US,M
2025,Senior,FT,Data Management Lead,113700,USD,113700.0,US,100,US,M
2025,Mid,FT,Data Scientist,68000,USD,68000.0,US,0,US,M
2025,Senior,FT,Data Scientist,238650,USD,238650.0,US,100,US,M
2025,Senior,FT,Data Scientist,144660,USD,144660.0,US,100,US,M
2025,Senior,FT,Software Engineer,194700,USD,194700.0,US,0,US,M
2025,Senior,FT,Software Engineer,97300,USD,97300.0,US,0,US,M
2025,Entry,FT,Analyst,106960,USD,106960.0,US,100,US,M
2025,Entry,FT,Analyst,66820,USD,66820.0,US,100,US,M
2025,Mid,FT,Data Engineer,54000,EUR,56842.0,LV,0,LV,M
2025,Mid,FT,Data Engineer,39600,EUR,41684.0,LV,0,LV,M
2025,Mid,FT,Data Scientist,171500,USD,171500.0,US,0,US,M
2025,Mid,FT,Data Scientist,102900,USD,102900.0,US,0,US,M
2025,Senior,FT,Software Engineer,136900,USD,136900.0,US,0,US,M
2025,Senior,FT,Software Engineer,95800,USD,95800.0,US,0,US,M
2025,Mid,FT,Data Manager,45000,GBP,56962.0,GB,0,GB,M
2025,Mid,FT,Data Manager,40000,GBP,50632.0,GB,0,GB,M
2025,Senior,FT,Data Governance Lead,235620,USD,235620.0,US,0,US,M
2025,Senior,FT,Data Governance Lead,182070,USD,182070.0,US,0,US,M
2025,Mid,FT,Manager,155250,USD,155250.0,CA,0,CA,M
2025,Mid,FT,Manager,86250,USD,86250.0,CA,0,CA,M
2025,Senior,FT,Computer Vision Engineer,185000,USD,185000.0,US,0,US,M
2025,Senior,FT,Computer Vision Engineer,140000,USD,140000.0,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,50000,USD,50000.0,US,0,US,M
2025,Senior,FT,Data Engineer,150491,USD,150491.0,US,0,US,M
2025,Senior,FT,Data Architect,352000,USD,352000.0,US,0,US,M
2025,Senior,FT,Data Architect,176000,USD,176000.0,US,0,US,M
2025,Senior,FT,Data Analyst,118100,USD,118100.0,US,0,US,M
2025,Senior,FT,Data Analyst,203000,USD,203000.0,US,100,US,M
2025,Senior,FT,Data Lead,198000,USD,198000.0,US,0,US,M
2025,Senior,FT,Engineer,85400,USD,85400.0,US,0,US,M
2025,Mid,FT,Software Engineer,115000,USD,115000.0,US,0,US,M
2025,Senior,FT,Software Engineer,77200,USD,77200.0,US,0,US,M
2025,Senior,FT,Engineer,156400,USD,156400.0,US,0,US,M
2025,Senior,FT,Engineer,95200,USD,95200.0,US,0,US,M
2025,Senior,FT,Architect,356500,USD,356500.0,US,0,US,M
2025,Senior,FT,Architect,184000,USD,184000.0,US,0,US,M
2025,Mid,FT,Data Engineer,110058,USD,110058.0,US,100,US,M
2025,Senior,FT,Machine Learning Engineer,250000,USD,250000.0,CA,0,CA,M
2025,Senior,FT,Machine Learning Engineer,108800,USD,108800.0,CA,0,CA,M
2025,Entry,FT,Data Analyst,150200,USD,150200.0,US,0,US,M
2025,Entry,FT,Data Analyst,71500,USD,71500.0,US,0,US,M
2025,Senior,FT,Data Scientist,163200,USD,163200.0,CA,0,CA,M
2025,Senior,FT,Data Scientist,108800,USD,108800.0,CA,0,CA,M
2025,Senior,FT,Software Engineer,334600,USD,334600.0,US,0,US,M
2025,Senior,FT,Software Engineer,211500,USD,211500.0,US,0,US,M
2025,Senior,FT,Manager,80000,USD,80000.0,US,0,US,M
2025,Senior,FT,Product Manager,178890,USD,178890.0,US,100,US,M
2025,Senior,FT,Product Manager,105230,USD,105230.0,US,100,US,M
2025,Senior,FT,Data Quality Lead,240080,USD,240080.0,US,100,US,M
2025,Senior,FT,Data Quality Lead,170060,USD,170060.0,US,100,US,M
2025,Mid,FT,Data Engineer,103000,USD,103000.0,US,0,US,M
2025,Entry,FT,Data Analyst,105000,USD,105000.0,CA,0,CA,M
2025,Entry,FT,Data Analyst,100000,USD,100000.0,CA,0,CA,M
2025,Entry,FT,Analyst,96000,USD,96000.0,US,0,US,M
2025,Entry,FT,Analyst,76800,USD,76800.0,US,0,US,M
2025,Senior,FT,Tech Lead,182000,USD,182000.0,US,0,US,M
2025,Senior,FT,Tech Lead,122000,USD,122000.0,US,0,US,M
2025,Senior,FT,Software Engineer,283990,USD,283990.0,US,0,US,M
2025,Senior,FT,Software Engineer,149471,USD,149471.0,US,0,US,M
2025,Entry,FT,Analyst,60406,USD,60406.0,US,0,US,M
2025,Senior,FT,Manager,239000,USD,239000.0,US,0,US,L
2025,Senior,FT,Manager,138200,USD,138200.0,US,0,US,L
2025,Entry,FT,Business Intelligence Engineer,165600,USD,165600.0,US,0,US,L
2025,Entry,FT,Business Intelligence Engineer,74100,USD,74100.0,US,0,US,L
2025,Senior,FT,Architect,500000,USD,500000.0,US,0,US,M
2025,Mid,FT,Data Scientist,168500,USD,168500.0,US,0,US,M
2025,Mid,FT,Data Scientist,105500,USD,105500.0,US,0,US,M
2025,Senior,FT,Data Scientist,335720,USD,335720.0,US,100,US,M
2025,Senior,FT,Data Scientist,163064,USD,163064.0,US,100,US,M
2025,Mid,CT,Manager,160000,USD,160000.0,US,0,US,M
2025,Mid,CT,Manager,140000,USD,140000.0,US,0,US,M
2025,Mid,FT,Analytics Engineer,110000,USD,110000.0,US,100,US,M
2025,Mid,FT,Analytics Engineer,178250,USD,178250.0,US,0,US,M
2025,Mid,FT,Analytics Engineer,110500,USD,110500.0,US,0,US,M
2025,Mid,FT,Power BI Developer,145000,USD,145000.0,US,100,US,M
2025,Mid,FT,Power BI Developer,97000,USD,97000.0,US,100,US,M
2025,Mid,FT,AI Engineer,110000,USD,110000.0,US,100,US,M
2025,Entry,FT,Prompt Engineer,145000,USD,145000.0,US,0,US,M
2025,Entry,FT,Prompt Engineer,120000,USD,120000.0,US,0,US,M
2025,Mid,FT,Manager,165286,USD,165286.0,US,0,US,M
2025,Mid,FT,Manager,115700,USD,115700.0,US,0,US,M
2025,Mid,FT,Data Manager,47874,GBP,60600.0,GB,0,GB,M
2025,Mid,FT,Data Manager,35880,GBP,45417.0,GB,0,GB,M
2025,Mid,FT,Robotics Engineer,103500,USD,103500.0,US,0,US,M
2025,Mid,FT,Robotics Engineer,92000,USD,92000.0,US,0,US,M
2025,Mid,FT,Data Engineer,76000,GBP,96202.0,GB,0,GB,M
2025,Mid,FT,Data Engineer,49000,GBP,62025.0,GB,0,GB,M
2025,Mid,FT,Data Engineer,143500,USD,143500.0,US,100,US,M
2025,Mid,FT,Data Engineer,103500,USD,103500.0,US,100,US,M
2025,Senior,FT,Consultant,400000,USD,400000.0,US,0,US,M
2025,Senior,FT,Machine Learning Scientist,300000,USD,300000.0,US,100,US,M
2025,Mid,FT,Associate,241200,USD,241200.0,US,0,US,M
2025,Mid,FT,Associate,192900,USD,192900.0,US,0,US,M
2025,Mid,FT,Machine Learning Engineer,184900,USD,184900.0,US,100,US,M
2025,Mid,FT,Machine Learning Engineer,153000,USD,153000.0,US,100,US,M
2025,Senior,FT,Machine Learning Engineer,360000,USD,360000.0,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,295000,USD,295000.0,US,0,US,M
2025,Mid,FT,Machine Learning Engineer,148500,USD,148500.0,US,0,US,M
2025,Mid,FT,Machine Learning Engineer,108000,USD,108000.0,US,0,US,M
2025,Entry,FT,Data Analyst,171000,USD,171000.0,US,0,US,M
2025,Entry,FT,Data Analyst,219000,USD,219000.0,US,100,US,M
2025,Entry,FT,Data Analyst,142000,USD,142000.0,US,100,US,M
2025,Entry,FT,Data Analyst,296860,USD,296860.0,CA,100,CA,M
2025,Entry,FT,Data Analyst,193680,USD,193680.0,CA,100,CA,M
2025,Senior,FT,Software Developer,170000,USD,170000.0,US,0,US,M
2025,Senior,FT,Analytics Lead,147500,USD,147500.0,US,0,US,M
2025,Senior,FT,Analytics Lead,118000,USD,118000.0,US,0,US,M
2025,Executive,FT,Developer,170000,USD,170000.0,US,0,US,M
2025,Executive,FT,Developer,110000,USD,110000.0,US,0,US,M
2025,Senior,FT,Engineer,245000,USD,245000.0,US,0,US,M
2025,Senior,FT,DevOps Engineer,230000,USD,230000.0,US,0,US,M
2025,Senior,FT,Research Scientist,340000,USD,340000.0,US,0,US,M
2025,Senior,FT,Research Scientist,280000,USD,280000.0,US,0,US,M
2025,Mid,FT,Research Associate,117000,USD,117000.0,AU,0,AU,M
2025,Mid,FT,Research Associate,110000,USD,110000.0,AU,0,AU,M
2025,Senior,FT,Engineer,250240,USD,250240.0,US,0,US,M
2025,Senior,FT,Engineer,174080,USD,174080.0,US,0,US,M
2025,Senior,FT,Technical Lead,196000,USD,196000.0,US,0,US,M
2025,Executive,FT,Account Executive,135000,EUR,142105.0,IE,0,IE,M
2025,Executive,FT,Account Executive,110000,EUR,115789.0,IE,0,IE,M
2025,Entry,FT,Business Analyst,115000,USD,115000.0,US,0,US,M
2025,Entry,FT,Business Analyst,75000,USD,75000.0,US,0,US,M
2025,Senior,FT,Manager,128500,USD,128500.0,US,0,US,M
2025,Senior,FT,Product Manager,267100,USD,267100.0,US,100,US,M
2025,Senior,FT,Product Manager,190800,USD,190800.0,US,100,US,M
2025,Senior,FT,Solution Architect,160900,USD,160900.0,US,100,US,M
2025,Senior,FT,Solution Architect,101600,USD,101600.0,US,100,US,M
2025,Mid,FT,Data Scientist,29352,EUR,30896.0,AT,0,AT,M
2025,Senior,FT,Data Analyst,40000,USD,40000.0,US,0,US,M
2025,Senior,FT,Data Lead,210000,CAD,150000.0,CA,0,CA,M
2025,Senior,FT,Data Lead,140000,CAD,100000.0,CA,0,CA,M
2025,Senior,FT,Data Scientist,32292,EUR,33991.0,AT,0,AT,M
2025,Senior,FT,Cloud Engineer,92400,GBP,116962.0,GB,0,GB,M
2025,Senior,FT,Cloud Engineer,57600,GBP,72911.0,GB,0,GB,M
2025,Senior,FT,Product Manager,175000,USD,175000.0,CA,0,CA,M
2025,Senior,FT,Product Manager,120000,USD,120000.0,CA,0,CA,M
2025,Senior,FT,Data Architect,164000,USD,164000.0,US,0,US,M
2025,Senior,FT,Data Architect,134000,USD,134000.0,US,0,US,M
2025,Mid,FT,Manager,131000,USD,131000.0,CA,0,CA,M
2025,Mid,FT,Manager,78600,USD,78600.0,CA,0,CA,M
2025,Senior,FT,Data Governance Lead,59602,GBP,75445.0,GB,0,GB,M
2025,Senior,FT,Data Governance Lead,56249,GBP,71201.0,GB,0,GB,M
2025,Entry,FT,Analyst,139360,USD,139360.0,US,100,US,M
2025,Senior,FT,Software Engineer,213900,USD,213900.0,US,0,US,M
2025,Senior,FT,Software Engineer,159500,USD,159500.0,US,0,US,M
2025,Entry,FT,Data Engineer,123283,USD,123283.0,US,0,US,M
2025,Entry,FT,Data Engineer,91123,USD,91123.0,US,0,US,M
2025,Mid,FT,Data Engineer,155250,USD,155250.0,US,0,US,M
2025,Mid,FT,Data Engineer,114750,USD,114750.0,US,0,US,M
2025,Mid,FT,Data Scientist,90100,USD,90100.0,US,100,US,M
2025,Executive,FT,Data Analyst,120750,USD,120750.0,US,0,US,M
2025,Executive,FT,Data Analyst,85000,USD,85000.0,US,0,US,M
2025,Senior,FT,Manager,53498,GBP,67718.0,GB,0,GB,M
2025,Senior,FT,Manager,50823,GBP,64332.0,GB,0,GB,M
2025,Senior,FT,Data Engineer,173160,USD,173160.0,US,0,US,M
2025,Senior,FT,Data Engineer,115440,USD,115440.0,US,0,US,M
2025,Senior,FT,BI Analyst,169059,USD,169059.0,CA,100,CA,M
2025,Senior,FT,BI Analyst,143700,USD,143700.0,CA,100,CA,M
2025,Entry,FT,Business Intelligence Analyst,123760,USD,123760.0,US,0,US,M
2025,Entry,FT,Business Intelligence Analyst,85280,USD,85280.0,US,0,US,M
2025,Senior,FT,Engineer,162050,USD,162050.0,US,100,US,M
2025,Senior,FT,Engineer,101300,USD,101300.0,US,100,US,M
2025,Mid,FT,Data Analyst,147400,USD,147400.0,US,0,US,M
2025,Mid,FT,Data Analyst,60900,USD,60900.0,US,0,US,M
2025,Mid,FT,Data Scientist,75000,USD,75000.0,US,0,US,M
2025,Mid,FT,Data Scientist,54000,USD,54000.0,US,0,US,M
2025,Mid,FT,Data Manager,156750,USD,156750.0,US,0,US,M
2025,Mid,FT,Data Manager,64000,USD,64000.0,US,0,US,M
2025,Entry,FT,AI Engineer,27828,EUR,29292.0,BE,0,BE,M
2025,Mid,FT,Consultant,113100,USD,113100.0,CA,0,CA,M
2025,Mid,FT,Consultant,60900,USD,60900.0,CA,0,CA,M
2025,Senior,FT,Data Architect,212220,USD,212220.0,US,100,US,M
2025,Senior,FT,Data Architect,129690,USD,129690.0,US,100,US,M
2025,Senior,FT,Lead Analyst,265080,USD,265080.0,US,0,US,M
2025,Senior,FT,Lead Analyst,176720,USD,176720.0,US,0,US,M
2025,Senior,FT,Lead Analyst,212160,USD,212160.0,US,0,US,M
2025,Senior,FT,Lead Analyst,141440,USD,141440.0,US,0,US,M
2025,Senior,FT,Tech Lead,179000,USD,179000.0,US,0,US,M
2025,Senior,FT,Tech Lead,119000,USD,119000.0,US,0,US,M
2025,Senior,FT,Solutions Architect,264480,USD,264480.0,US,100,US,M
2025,Senior,FT,Solutions Architect,145000,USD,145000.0,US,100,US,M
2025,Senior,FT,Data Governance Lead,151200,USD,151200.0,US,0,US,M
2025,Senior,FT,Data Governance Lead,100800,USD,100800.0,US,0,US,M
2025,Senior,FT,Manager,117000,USD,117000.0,US,0,US,M
2025,Senior,FT,Lead Analyst,200000,USD,200000.0,US,0,US,M
2025,Senior,FT,Lead Analyst,146300,USD,146300.0,US,0,US,M
2025,Mid,FT,Manager,142000,USD,142000.0,US,0,US,M
2025,Senior,FT,Manager,356500,USD,356500.0,US,0,US,M
2025,Senior,FT,Manager,184000,USD,184000.0,US,0,US,M
2025,Entry,FT,Engineer,166000,USD,166000.0,US,0,US,M
2025,Entry,FT,Engineer,63000,USD,63000.0,US,0,US,M
2025,Senior,FT,Data Governance Analyst,132500,USD,132500.0,US,100,US,M
2025,Senior,FT,Data Governance Analyst,74600,USD,74600.0,US,100,US,M
2025,Senior,FT,Engineer,364320,USD,364320.0,US,0,US,M
2025,Senior,FT,Engineer,215280,USD,215280.0,US,0,US,M
2025,Senior,FT,Engineer,413160,USD,413160.0,US,0,US,M
2025,Senior,FT,Engineer,244140,USD,244140.0,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,223000,USD,223000.0,US,100,US,M
2025,Senior,FT,BI Analyst,175000,USD,175000.0,US,0,US,M
2025,Senior,FT,BI Analyst,140000,USD,140000.0,US,0,US,M
2025,Mid,FT,Software Engineer,192000,USD,192000.0,US,0,US,M
2025,Senior,FT,Software Engineer,254400,USD,254400.0,US,0,US,M
2025,Mid,FT,Manager,380000,USD,380000.0,US,0,US,M
2025,Mid,FT,Data Analyst,35880,GBP,45417.0,GB,0,GB,M
2025,Mid,FT,Data Analyst,30505,GBP,38613.0,GB,0,GB,M
2025,Entry,FT,Data Analyst,79200,USD,79200.0,AR,100,AR,M
2025,Entry,FT,Data Analyst,24000,USD,24000.0,AR,100,AR,M
2025,Entry,FT,Data Analyst,79200,USD,79200.0,MX,100,MX,M
2025,Entry,FT,Data Analyst,24000,USD,24000.0,MX,100,MX,M
2025,Entry,FT,Data Analyst,79200,USD,79200.0,CO,100,CO,M
2025,Entry,FT,Data Analyst,24000,USD,24000.0,CO,100,CO,M
2025,Mid,FT,Research Scientist,255000,USD,255000.0,US,0,US,M
2025,Mid,FT,Research Scientist,176000,USD,176000.0,US,0,US,M
2025,Mid,FT,Engineer,371500,USD,371500.0,US,0,US,M
2025,Mid,FT,Engineer,247800,USD,247800.0,US,0,US,M
2025,Senior,FT,Software Engineer,62098,GBP,78605.0,GB,0,GB,M
2025,Senior,FT,Software Engineer,46485,GBP,58841.0,GB,0,GB,M
2025,Mid,FT,Research Assistant,39105,GBP,49500.0,GB,0,GB,M
2025,Mid,FT,Research Assistant,33882,GBP,42888.0,GB,0,GB,M
2025,Senior,FT,Engineer,400000,USD,400000.0,US,0,US,M
2025,Mid,FT,Manager,300000,EUR,315789.0,IE,0,IE,M
2025,Mid,FT,Manager,250000,EUR,263157.0,IE,0,IE,M
2025,Senior,FT,Analyst,172500,USD,172500.0,US,0,US,M
2025,Mid,FT,Research Associate,52499,USD,52499.0,US,0,US,M
2025,Mid,FT,Research Associate,48750,USD,48750.0,US,0,US,M
2025,Entry,FT,Business Intelligence Analyst,80000,USD,80000.0,US,0,US,M
2025,Entry,FT,Business Intelligence Analyst,70000,USD,70000.0,US,0,US,M
2025,Senior,FT,AI Machine Learning Engineer,79500,EUR,83684.0,ES,100,ES,L
2025,Senior,FT,Manager,196000,USD,196000.0,US,0,US,M
2025,Senior,FT,Data Specialist,124200,USD,124200.0,US,0,US,M
2025,Senior,FT,Data Specialist,91800,USD,91800.0,US,0,US,M
2025,Mid,FT,Machine Learning Engineer,300000,USD,300000.0,US,100,US,M
2025,Senior,FT,Machine Learning Engineer,161000,USD,161000.0,US,100,US,M
2025,Senior,FT,Research Engineer,270000,EUR,284210.0,GB,0,GB,M
2025,Senior,FT,Research Engineer,225000,EUR,236842.0,GB,0,GB,M
2025,Senior,FT,Research Engineer,340000,USD,340000.0,US,0,US,M
2025,Senior,FT,Research Engineer,280000,USD,280000.0,US,0,US,M
2025,Senior,FT,Research Scientist,270000,EUR,284210.0,GB,0,GB,M
2025,Senior,FT,Research Scientist,225000,EUR,236842.0,GB,0,GB,M
2025,Mid,FT,Data Scientist,96400,USD,96400.0,US,0,US,M
2025,Senior,FT,Data Scientist,232300,USD,232300.0,US,100,US,M
2025,Senior,FT,Data Scientist,209000,USD,209000.0,US,0,US,M
2025,Senior,FT,Data Scientist,94500,USD,94500.0,US,0,US,M
2025,Senior,FT,Data Scientist,288000,USD,288000.0,US,0,US,M
2025,Senior,FT,Data Scientist,209500,USD,209500.0,US,0,US,M
2025,Senior,FT,Data Scientist,184000,USD,184000.0,CA,0,CA,M
2025,Mid,FT,Data Scientist,136000,USD,136000.0,US,0,US,M
2025,Senior,FT,Data Scientist,51200,EUR,53894.0,IE,0,IE,M
2025,Senior,FT,Data Engineer,280500,USD,280500.0,US,100,US,M
2025,Senior,FT,Data Engineer,229500,USD,229500.0,US,100,US,M
2025,Mid,FT,Data Governance Manager,149500,GBP,189240.0,GB,0,GB,M
2025,Mid,FT,Data Governance Manager,115750,GBP,146518.0,GB,0,GB,M
2025,Senior,FT,Software Engineer,203300,USD,203300.0,US,100,US,M
2025,Senior,FT,Software Engineer,162600,USD,162600.0,US,100,US,M
2025,Entry,FT,Power BI,70000,EUR,73684.0,NL,0,NL,M
2025,Entry,FT,Power BI,50000,EUR,52631.0,NL,0,NL,M
2025,Entry,FT,Data Analyst,153000,USD,153000.0,US,0,US,M
2025,Senior,FT,Analytics Engineer,107833,USD,107833.0,CA,0,CA,M
2025,Senior,FT,Analytics Engineer,87300,USD,87300.0,CA,0,CA,M
2025,Mid,FT,Data Visualization Engineer,90000,USD,90000.0,US,0,US,M
2025,Mid,FT,Data Visualization Engineer,70000,USD,70000.0,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,289460,USD,289460.0,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,238520,USD,238520.0,US,0,US,M
2025,Senior,FT,Engineer,181125,USD,181125.0,US,0,US,M
2025,Senior,FT,Engineer,144900,USD,144900.0,US,0,US,M
2025,Senior,FT,Engineer,316500,USD,316500.0,US,100,US,M
2025,Senior,CT,Engineer,100000,USD,100000.0,US,100,US,M
2025,Senior,CT,Engineer,20000,USD,20000.0,US,100,US,M
2025,Mid,CT,Engineer,100000,USD,100000.0,US,100,US,M
2025,Mid,CT,Engineer,20000,USD,20000.0,US,100,US,M
2025,Senior,CT,Architect,100000,USD,100000.0,US,100,US,M
2025,Senior,CT,Architect,20000,USD,20000.0,US,100,US,M
2025,Mid,FT,Quantitative Researcher,165000,USD,165000.0,US,0,US,M
2025,Mid,FT,Quantitative Researcher,155000,USD,155000.0,US,0,US,M
2025,Executive,FT,Account Executive,300000,USD,300000.0,US,100,US,M
2025,Executive,FT,Account Executive,260000,USD,260000.0,US,100,US,M
2025,Executive,FT,Account Executive,280000,USD,280000.0,US,100,US,M
2025,Mid,FT,Business Intelligence Developer,113000,USD,113000.0,US,0,US,M
2025,Mid,FT,Business Intelligence Developer,68000,USD,68000.0,US,0,US,M
2025,Mid,FT,Business Intelligence Developer,36000,GBP,45569.0,GB,0,GB,M
2025,Mid,FT,Business Intelligence Developer,115000,USD,115000.0,US,100,US,M
2025,Mid,FT,Business Intelligence Developer,75000,USD,75000.0,US,100,US,M
2025,Senior,FT,AI Architect,230000,USD,230000.0,US,0,US,M
2025,Mid,FT,Machine Learning Engineer,157000,USD,157000.0,CA,100,CA,M
2025,Mid,FT,Machine Learning Engineer,105000,USD,105000.0,CA,100,CA,M
2025,Senior,FT,Product Manager,379500,USD,379500.0,US,100,US,M
2025,Senior,FT,Product Manager,208000,USD,208000.0,US,100,US,M
2025,Mid,FT,Data Specialist,52000,USD,52000.0,US,0,US,M
2025,Entry,FT,Data Specialist,77900,USD,77900.0,US,0,US,M
2025,Entry,FT,Data Specialist,56600,USD,56600.0,US,0,US,M
2025,Entry,FT,Data Specialist,69200,USD,69200.0,US,0,US,M
2025,Entry,FT,Data Specialist,50300,USD,50300.0,US,0,US,M
2025,Mid,FT,Data Specialist,69000,USD,69000.0,US,0,US,M
2025,Mid,FT,Data Specialist,53000,USD,53000.0,US,0,US,M
2025,Mid,FT,Data Specialist,36000,USD,36000.0,US,100,US,M
2025,Mid,FT,Data Specialist,78555,USD,78555.0,US,0,US,M
2025,Mid,FT,Data Specialist,60400,USD,60400.0,US,0,US,M
2025,Mid,FT,Data Specialist,95074,USD,95074.0,US,0,US,M
2025,Mid,FT,Data Specialist,64479,USD,64479.0,US,0,US,M
2025,Entry,FT,Data Specialist,27636,EUR,29090.0,AT,0,AT,M
2025,Executive,FT,Manager,180000,USD,180000.0,US,0,US,M
2025,Executive,FT,Manager,140000,USD,140000.0,US,0,US,M
2025,Entry,FT,Data Quality Analyst,119132,USD,119132.0,AU,0,AU,M
2025,Entry,FT,Data Quality Analyst,110073,USD,110073.0,AU,0,AU,M
2025,Executive,FT,Data Quality Analyst,145440,USD,145440.0,US,0,US,M
2025,Executive,FT,Data Quality Analyst,96960,USD,96960.0,US,0,US,M
2025,Senior,FT,Data Quality Lead,157560,USD,157560.0,US,100,US,M
2025,Senior,FT,Data Quality Lead,105040,USD,105040.0,US,100,US,M
2025,Mid,FT,Engineer,121900,USD,121900.0,US,0,US,M
2025,Mid,FT,Engineer,67300,USD,67300.0,US,0,US,M
2025,Senior,FT,Data Quality Analyst,200200,USD,200200.0,US,0,US,M
2025,Senior,FT,Data Quality Analyst,92500,USD,92500.0,US,0,US,M
2025,Executive,FT,Data Quality Specialist,185000,USD,185000.0,US,100,US,M
2025,Executive,FT,Data Quality Specialist,110000,USD,110000.0,US,100,US,M
2025,Senior,FT,Engineer,121400,USD,121400.0,US,100,US,M
2025,Senior,FT,Engineer,89000,USD,89000.0,US,100,US,M
2025,Mid,FT,Data Manager,141000,USD,141000.0,US,0,US,M
2025,Mid,FT,Data Manager,113000,USD,113000.0,US,0,US,M
2025,Senior,FT,Data Management Lead,203000,USD,203000.0,US,0,US,M
2025,Senior,FT,Data Management Lead,89000,USD,89000.0,US,0,US,M
2025,Mid,FT,Manager,138600,USD,138600.0,CA,0,CA,M
2025,Mid,FT,Manager,74800,USD,74800.0,CA,0,CA,M
2025,Senior,FT,Lead Data Management,131500,USD,131500.0,US,0,US,M
2025,Senior,FT,Lead Data Management,77500,USD,77500.0,US,0,US,M
2025,Senior,FT,Product Manager,124400,USD,124400.0,US,0,US,M
2025,Senior,FT,Product Manager,99100,USD,99100.0,US,0,US,M
2025,Mid,FT,Data Manager,104200,USD,104200.0,US,0,US,M
2025,Mid,FT,Data Manager,78100,USD,78100.0,US,0,US,M
2025,Entry,FT,Data Management Analyst,162000,USD,162000.0,US,0,US,M
2025,Entry,FT,Data Management Analyst,130000,USD,130000.0,US,0,US,M
2025,Entry,FT,Data Management Analyst,78000,USD,78000.0,US,0,US,M
2025,Mid,FT,Data Manager,40247,GBP,50945.0,GB,0,GB,M
2025,Senior,FT,Data Manager,133900,USD,133900.0,US,0,US,M
2025,Senior,FT,Data Manager,80300,USD,80300.0,US,0,US,M
2025,Mid,FT,Associate,219700,USD,219700.0,US,100,US,M
2025,Mid,FT,Associate,139600,USD,139600.0,US,100,US,M
2025,Senior,FT,Data Manager,153925,USD,153925.0,US,100,US,M
2025,Senior,FT,Data Manager,85150,USD,85150.0,US,100,US,M
2025,Senior,FT,Data Management Specialist,93000,USD,93000.0,US,0,US,M
2025,Senior,FT,Data Management Specialist,83700,USD,83700.0,US,0,US,M
2025,Mid,FT,Manager,166700,USD,166700.0,US,0,US,M
2025,Senior,FT,Engineer,182000,USD,182000.0,US,0,US,M
2025,Senior,FT,Data Manager,188825,USD,188825.0,US,100,US,M
2025,Senior,FT,Data Manager,137300,USD,137300.0,US,100,US,M
2025,Mid,FT,Data Management Specialist,133300,USD,133300.0,US,0,US,M
2025,Mid,FT,Data Management Specialist,66700,USD,66700.0,US,0,US,M
2025,Entry,FT,Data Management Analyst,90280,USD,90280.0,US,0,US,M
2025,Entry,FT,Data Management Analyst,40380,USD,40380.0,US,0,US,M
2025,Senior,FT,Data Manager,219200,USD,219200.0,US,0,US,M
2025,Senior,FT,Data Manager,115000,USD,115000.0,US,0,US,M
2025,Entry,FT,Data Management Analyst,140000,USD,140000.0,US,0,US,M
2025,Entry,FT,Data Management Analyst,72500,USD,72500.0,US,0,US,M
2025,Senior,FT,Architect,162400,USD,162400.0,US,0,US,M
2025,Senior,FT,Architect,95600,USD,95600.0,US,0,US,M
2025,Mid,FT,Data Manager,123000,USD,123000.0,US,0,US,M
2025,Mid,FT,Data Manager,54000,USD,54000.0,US,0,US,M
2025,Mid,FT,Associate,66000,USD,66000.0,US,100,US,M
2025,Senior,FT,Research Engineer,130500,USD,130500.0,US,0,US,M
2025,Mid,FT,Manager,124668,EUR,131229.0,NL,0,NL,M
2025,Mid,FT,Manager,78912,EUR,83065.0,NL,0,NL,M
2025,Mid,FT,Data Management Specialist,93000,USD,93000.0,US,0,US,M
2025,Mid,FT,Data Management Specialist,62000,USD,62000.0,US,0,US,M
2025,Senior,FT,Architect,240600,USD,240600.0,US,100,US,M
2025,Senior,FT,Architect,177800,USD,177800.0,US,100,US,M
